PolicyID,InceptionDate,ExpiryDate,ClassID,RegionID,AnnualPremium,PolicyStatus,BrokerChannel
POL-101297,2025-03-18,2026-03-18,2,3,17371.68,Active,Independent Broker
POL-101298,2024-10-24,2025-10-24,1,3,16154.76,Active,Independent Broker
POL-101299,2025-05-14,2026-05-14,1,6,10595.56,Active,Independent Broker
POL-101300,2024-03-06,2025-03-06,1,4,16441.05,Active,Independent Broker
POL-101301,2024-12-21,2025-12-21,2,5,13219.97,Active,Independent Broker
POL-101302,2025-04-25,2026-04-25,2,2,10403.02,Active,Affinity Partner
POL-101303,2024-12-13,2025-12-13,4,6,235954.74,Active,Direct Digital
POL-101304,2025-02-03,2026-02-03,2,5,16204.5,Active,Independent Broker
POL-101305,2024-06-14,2025-06-14,4,1,144202.02,Active,Independent Broker
POL-101306,2024-05-12,2025-05-12,1,1,12163.55,Active,Corporate Intermediary
POL-101307,2025-05-20,2026-05-20,2,1,10090.17,Active,Direct Digital
POL-101308,2024-09-24,2025-09-24,2,5,9388.76,Active,Corporate Intermediary
POL-101309,2024-02-02,2025-02-01,1,2,16662.18,Active,Direct Digital
POL-101310,2024-08-17,2025-08-17,3,1,159252.21,Active,Corporate Intermediary
POL-101311,2024-09-30,2025-09-30,1,5,23928.61,Active,Direct Digital
POL-101312,2024-02-21,2025-02-20,2,2,20484.53,Active,Affinity Partner
POL-101313,2024-04-14,2025-04-14,3,1,101862.08,Active,Direct Digital
POL-101314,2024-07-29,2025-07-29,2,1,17251.22,Active,Corporate Intermediary
POL-101315,2025-05-25,2026-05-25,5,1,76230.27,Active,Corporate Intermediary
POL-101316,2024-05-05,2025-05-05,1,2,25502.04,Active,Direct Digital
POL-101317,2025-04-30,2026-04-30,2,1,14169.31,Active,Independent Broker
POL-101318,2025-02-28,2026-02-28,2,4,16376.93,Active,Corporate Intermediary
POL-101319,2025-03-07,2026-03-07,1,1,22749.01,Active,Independent Broker
POL-101320,2025-04-14,2026-04-14,3,5,84689.38,Active,Direct Digital
POL-101321,2024-01-11,2025-01-10,5,3,210419.28,Active,Independent Broker
POL-101322,2024-06-17,2025-06-17,2,1,12627.07,Active,Affinity Partner
POL-101323,2024-06-03,2025-06-03,3,1,157372.49,Cancelled,Corporate Intermediary
POL-101324,2025-06-16,2026-06-16,2,2,12747.64,Active,Independent Broker
POL-101325,2024-11-07,2025-11-07,5,6,103328.19,Active,Corporate Intermediary
POL-101326,2025-06-24,2026-06-24,4,1,246572.29,Active,Direct Digital
POL-101327,2025-03-28,2026-03-28,4,2,292480.35,Active,Independent Broker
POL-101328,2024-07-21,2025-07-21,2,1,7710.19,Active,Independent Broker
POL-101329,2024-05-09,2025-05-09,3,3,75503.49,Active,Independent Broker
POL-101330,2025-06-17,2026-06-17,2,7,15972.46,Active,Corporate Intermediary
POL-101331,2024-09-21,2025-09-21,1,7,14584.65,Active,Independent Broker
POL-101332,2024-03-02,2025-03-02,2,1,15852.46,Active,Direct Digital
POL-101333,2024-05-07,2025-05-07,2,1,15099.61,Active,Independent Broker
POL-101334,2024-08-29,2025-08-29,5,3,146151.53,Lapsed,Independent Broker
POL-101335,2024-08-27,2025-08-27,2,1,11126.59,Active,Independent Broker
POL-101336,2024-05-23,2025-05-23,5,2,138343.33,Active,Independent Broker
POL-101337,2024-07-16,2025-07-16,5,2,127232.63,Active,Independent Broker
POL-101338,2025-02-25,2026-02-25,1,1,10619.98,Lapsed,Independent Broker
POL-101339,2025-04-01,2026-04-01,1,2,20699.89,Active,Independent Broker
POL-101340,2025-02-08,2026-02-08,1,3,17780.77,Active,Independent Broker
POL-101341,2025-05-16,2026-05-16,5,2,190048.01,Active,Direct Digital
POL-101342,2025-04-13,2026-04-13,1,5,18016.24,Active,Independent Broker
POL-101343,2025-04-11,2026-04-11,3,1,130086.56,Lapsed,Independent Broker
POL-101344,2024-05-01,2025-05-01,4,2,102032.36,Active,Direct Digital
POL-101345,2025-06-19,2026-06-19,1,1,15692.06,Cancelled,Independent Broker
POL-101346,2025-05-12,2026-05-12,1,1,11931.09,Active,Direct Digital
POL-101347,2024-11-08,2025-11-08,2,1,9726.46,Active,Direct Digital
POL-101348,2024-12-23,2025-12-23,1,1,16448.23,Active,Independent Broker
POL-101349,2024-12-11,2025-12-11,2,2,18715.55,Active,Direct Digital
POL-101350,2024-05-21,2025-05-21,3,4,96390.47,Active,Independent Broker
POL-101351,2024-11-29,2025-11-29,1,4,20497.84,Active,Direct Digital
POL-101352,2025-02-08,2026-02-08,2,3,7832.31,Active,Independent Broker
POL-101353,2024-10-11,2025-10-11,4,1,287158.63,Active,Independent Broker
POL-101354,2024-11-12,2025-11-12,3,4,56606.23,Active,Direct Digital
POL-101355,2024-02-24,2025-02-23,3,3,64348.71,Active,Corporate Intermediary
POL-101356,2024-05-03,2025-05-03,4,3,119037.13,Active,Corporate Intermediary
POL-101357,2024-09-08,2025-09-08,5,3,125519.01,Active,Independent Broker
POL-101358,2025-02-15,2026-02-15,4,1,195410.89,Lapsed,Independent Broker
POL-101359,2024-07-03,2025-07-03,2,1,19063.15,Active,Direct Digital
POL-101360,2024-04-27,2025-04-27,1,3,12357.76,Active,Direct Digital
POL-101361,2024-04-01,2025-04-01,1,1,25215.5,Active,Direct Digital
POL-101362,2024-11-29,2025-11-29,1,1,21298.13,Active,Direct Digital
POL-101363,2024-05-25,2025-05-25,2,2,10759.49,Lapsed,Corporate Intermediary
POL-101364,2024-02-23,2025-02-22,1,1,21934.99,Active,Independent Broker
POL-101365,2025-05-31,2026-05-31,2,1,10916.17,Active,Independent Broker
POL-101366,2024-03-08,2025-03-08,3,1,90084.27,Active,Corporate Intermediary
POL-101367,2024-10-02,2025-10-02,3,3,121661.5,Active,Independent Broker
POL-101368,2024-05-08,2025-05-08,2,3,12813.09,Active,Independent Broker
POL-101369,2024-07-27,2025-07-27,1,2,18463.21,Active,Direct Digital
POL-101370,2025-03-09,2026-03-09,3,2,46931.47,Active,Affinity Partner
POL-101371,2024-10-23,2025-10-23,4,1,75133.02,Lapsed,Independent Broker
POL-101372,2024-09-13,2025-09-13,4,2,319814.26,Active,Direct Digital
POL-101373,2025-06-06,2026-06-06,2,1,9427.55,Active,Direct Digital
POL-101374,2024-04-01,2025-04-01,2,5,8897.08,Active,Independent Broker
POL-101375,2024-10-13,2025-10-13,2,1,15624.15,Lapsed,Independent Broker
POL-101376,2024-12-16,2025-12-16,4,1,315011.89,Active,Direct Digital
POL-101377,2024-11-25,2025-11-25,2,1,13545.23,Active,Direct Digital
POL-101378,2024-05-16,2025-05-16,4,1,224152.75,Active,Direct Digital
POL-101379,2024-06-26,2025-06-26,2,3,19554.7,Active,Corporate Intermediary
POL-101380,2024-03-24,2025-03-24,4,4,93993.16,Active,Corporate Intermediary
POL-101381,2025-03-31,2026-03-31,4,1,161483.71,Active,Corporate Intermediary
POL-101382,2025-01-01,2026-01-01,2,1,18780.21,Active,Affinity Partner
POL-101383,2024-05-07,2025-05-07,2,2,20120.22,Active,Direct Digital
POL-101384,2024-01-21,2025-01-20,5,1,165694.24,Active,Direct Digital
POL-101385,2024-11-06,2025-11-06,5,1,89823.85,Active,Independent Broker
POL-101386,2024-10-14,2025-10-14,3,5,125422.22,Active,Direct Digital
POL-101387,2025-02-09,2026-02-09,1,1,18933.28,Active,Independent Broker
POL-101388,2024-06-28,2025-06-28,1,3,11703.24,Active,Direct Digital
POL-101389,2024-08-21,2025-08-21,3,6,134305.82,Active,Independent Broker
POL-101390,2024-09-15,2025-09-15,4,3,291359.97,Active,Independent Broker
POL-101391,2024-02-23,2025-02-22,2,2,18851.91,Active,Direct Digital
POL-101392,2025-06-14,2026-06-14,2,3,12188.31,Active,Corporate Intermediary
POL-101393,2024-08-17,2025-08-17,1,1,24661.62,Active,Independent Broker
POL-101394,2025-02-05,2026-02-05,1,2,10941.67,Active,Direct Digital
POL-101395,2024-08-19,2025-08-19,4,2,309655.04,Lapsed,Direct Digital
POL-101396,2024-12-03,2025-12-03,2,1,15838.73,Active,Independent Broker
POL-101397,2024-01-25,2025-01-24,4,4,304089.9,Active,Direct Digital
POL-101398,2025-04-29,2026-04-29,1,2,23253.29,Active,Independent Broker
POL-101399,2024-08-30,2025-08-30,1,7,19439.42,Active,Direct Digital
POL-101400,2025-04-02,2026-04-02,3,1,52093.09,Active,Direct Digital
POL-101401,2024-11-16,2025-11-16,4,1,266748.33,Active,Corporate Intermediary
POL-101402,2024-02-26,2025-02-25,2,4,15841.36,Active,Independent Broker
POL-101403,2024-02-23,2025-02-22,2,2,12743.23,Active,Independent Broker
POL-101404,2024-01-11,2025-01-10,2,2,13606.09,Active,Independent Broker
POL-101405,2024-04-13,2025-04-13,2,4,20138.67,Active,Independent Broker
POL-101406,2024-12-02,2025-12-02,4,1,101461.61,Active,Independent Broker
POL-101407,2024-07-17,2025-07-17,3,1,117208.92,Active,Independent Broker
POL-101408,2025-03-31,2026-03-31,1,1,11857.83,Active,Direct Digital
POL-101409,2025-03-22,2026-03-22,3,4,131016.09,Active,Corporate Intermediary
POL-101410,2024-05-29,2025-05-29,1,2,14662.26,Active,Independent Broker
POL-101411,2024-01-09,2025-01-08,3,3,119605.86,Active,Direct Digital
POL-101412,2024-02-25,2025-02-24,2,2,9896.62,Active,Affinity Partner
POL-101413,2024-03-11,2025-03-11,2,1,16416.47,Active,Affinity Partner
POL-101414,2024-12-05,2025-12-05,3,3,155641.66,Active,Independent Broker
POL-101415,2024-06-15,2025-06-15,1,2,23968.13,Lapsed,Independent Broker
POL-101416,2024-01-04,2025-01-03,4,1,244839.04,Active,Direct Digital
POL-101417,2025-05-07,2026-05-07,5,7,211940.0,Active,Independent Broker
POL-101418,2024-07-29,2025-07-29,2,1,18599.96,Active,Direct Digital
POL-101419,2025-01-01,2026-01-01,1,3,11489.1,Active,Direct Digital
POL-101420,2025-01-03,2026-01-03,1,1,12865.62,Active,Direct Digital
POL-101421,2024-09-25,2025-09-25,5,1,107768.97,Active,Direct Digital
POL-101422,2024-01-23,2025-01-22,1,1,24534.64,Active,Independent Broker
POL-101423,2025-01-23,2026-01-23,4,1,157903.9,Active,Independent Broker
POL-101424,2025-01-13,2026-01-13,2,4,9564.77,Active,Corporate Intermediary
POL-101425,2025-03-20,2026-03-20,5,1,70143.86,Lapsed,Direct Digital
POL-101426,2024-07-13,2025-07-13,1,3,15802.41,Active,Independent Broker
POL-101427,2024-09-07,2025-09-07,1,7,19702.86,Active,Independent Broker
POL-101428,2024-06-01,2025-06-01,2,1,7934.97,Active,Corporate Intermediary
POL-101429,2025-06-04,2026-06-04,3,3,66690.03,Active,Independent Broker
POL-101430,2024-03-07,2025-03-07,1,3,15965.1,Lapsed,Corporate Intermediary
POL-101431,2025-01-18,2026-01-18,3,3,96783.54,Active,Independent Broker
POL-101432,2025-05-09,2026-05-09,5,3,130538.89,Active,Independent Broker
POL-101433,2024-02-07,2025-02-06,1,1,24276.11,Active,Direct Digital
POL-101434,2024-08-11,2025-08-11,2,2,19464.18,Active,Affinity Partner
POL-101435,2025-01-18,2026-01-18,1,3,10990.05,Active,Direct Digital
POL-101436,2025-06-15,2026-06-15,2,1,15258.68,Active,Independent Broker
POL-101437,2025-03-12,2026-03-12,2,2,13168.58,Active,Independent Broker
POL-101438,2024-10-06,2025-10-06,2,1,9678.01,Active,Independent Broker
POL-101439,2025-01-02,2026-01-02,1,1,23418.7,Active,Independent Broker
POL-101440,2024-10-10,2025-10-10,1,1,11544.84,Active,Independent Broker
POL-101441,2024-12-07,2025-12-07,1,5,14999.56,Active,Corporate Intermediary
POL-101442,2024-10-08,2025-10-08,1,5,19506.16,Active,Corporate Intermediary
POL-101443,2024-09-24,2025-09-24,1,7,14511.38,Active,Corporate Intermediary
POL-101444,2025-02-17,2026-02-17,2,3,17657.72,Active,Independent Broker
POL-101445,2024-06-01,2025-06-01,2,1,10331.58,Active,Independent Broker
POL-101446,2025-06-12,2026-06-12,4,3,260617.22,Active,Independent Broker
POL-101447,2024-03-28,2025-03-28,2,1,13117.34,Lapsed,Independent Broker
POL-101448,2025-03-25,2026-03-25,2,3,7615.44,Active,Corporate Intermediary
POL-101449,2024-11-08,2025-11-08,5,1,134966.04,Active,Independent Broker
POL-101450,2024-08-18,2025-08-18,2,2,16663.53,Active,Corporate Intermediary
POL-101451,2024-11-02,2025-11-02,2,3,7520.71,Active,Affinity Partner
POL-101452,2024-06-06,2025-06-06,2,3,15891.78,Active,Independent Broker
POL-101453,2025-02-04,2026-02-04,2,1,20291.96,Active,Independent Broker
POL-101454,2025-05-01,2026-05-01,1,2,18940.05,Active,Corporate Intermediary
POL-101455,2024-04-05,2025-04-05,1,1,20668.12,Active,Corporate Intermediary
POL-101456,2025-05-15,2026-05-15,1,1,12863.58,Lapsed,Independent Broker
POL-101457,2024-07-29,2025-07-29,1,1,20416.95,Active,Direct Digital
POL-101458,2025-06-14,2026-06-14,1,1,14959.06,Lapsed,Independent Broker
POL-101459,2024-04-23,2025-04-23,1,3,16461.98,Active,Independent Broker
POL-101460,2024-07-30,2025-07-30,1,1,14680.02,Active,Independent Broker
POL-101461,2024-06-11,2025-06-11,4,3,305092.79,Active,Independent Broker
POL-101462,2025-04-14,2026-04-14,2,1,7302.72,Active,Direct Digital
POL-101463,2025-02-12,2026-02-12,4,1,203834.84,Lapsed,Corporate Intermediary
POL-101464,2025-04-16,2026-04-16,2,3,7739.37,Active,Independent Broker
POL-101465,2025-04-12,2026-04-12,2,5,18828.42,Active,Independent Broker
POL-101466,2024-06-28,2025-06-28,2,1,9678.18,Active,Independent Broker
POL-101467,2025-01-28,2026-01-28,4,1,246137.9,Active,Independent Broker
POL-101468,2024-02-14,2025-02-13,1,1,14089.93,Active,Direct Digital
POL-101469,2024-03-09,2025-03-09,4,6,251990.3,Active,Independent Broker
POL-101470,2024-05-04,2025-05-04,2,1,17624.48,Active,Corporate Intermediary
POL-101471,2025-02-23,2026-02-23,2,1,10688.18,Active,Independent Broker
POL-101472,2024-03-15,2025-03-15,4,5,240527.41,Active,Independent Broker
POL-101473,2025-02-12,2026-02-12,1,2,10219.5,Active,Independent Broker
POL-101474,2024-05-19,2025-05-19,2,4,17531.73,Active,Direct Digital
POL-101475,2024-09-05,2025-09-05,5,2,73843.48,Active,Corporate Intermediary
POL-101476,2024-06-23,2025-06-23,1,3,11248.45,Active,Independent Broker
POL-101477,2025-02-04,2026-02-04,1,1,20610.83,Active,Direct Digital
POL-101478,2025-03-27,2026-03-27,2,1,10190.08,Active,Independent Broker
POL-101479,2024-08-09,2025-08-09,2,5,7859.03,Active,Independent Broker
POL-101480,2024-04-15,2025-04-15,2,5,11454.87,Active,Direct Digital
POL-101481,2025-01-21,2026-01-21,5,1,207899.49,Active,Direct Digital
POL-101482,2024-04-03,2025-04-03,1,2,10058.28,Active,Corporate Intermediary
POL-101483,2024-03-05,2025-03-05,1,1,22669.56,Active,Direct Digital
POL-101484,2024-06-20,2025-06-20,1,2,18005.0,Active,Independent Broker
POL-101485,2024-07-13,2025-07-13,4,1,303910.21,Active,Independent Broker
POL-101486,2024-08-25,2025-08-25,1,1,15447.85,Active,Independent Broker
POL-101487,2024-11-19,2025-11-19,1,2,13089.39,Active,Independent Broker
POL-101488,2024-10-12,2025-10-12,4,4,165400.09,Active,Direct Digital
POL-101489,2024-11-04,2025-11-04,5,3,134927.92,Cancelled,Independent Broker
POL-101490,2024-06-24,2025-06-24,1,1,19437.82,Cancelled,Independent Broker
POL-101491,2024-05-16,2025-05-16,2,1,15967.88,Lapsed,Independent Broker
POL-101492,2025-05-08,2026-05-08,1,2,9889.44,Lapsed,Independent Broker
POL-101493,2025-06-07,2026-06-07,4,6,131944.24,Active,Affinity Partner
POL-101494,2024-08-26,2025-08-26,1,4,22046.63,Active,Direct Digital
POL-101495,2025-03-14,2026-03-14,5,1,155360.26,Active,Independent Broker
POL-101496,2024-10-30,2025-10-30,1,1,15762.27,Active,Direct Digital
POL-101497,2025-03-30,2026-03-30,5,2,72825.39,Active,Corporate Intermediary
POL-101498,2024-02-10,2025-02-09,3,2,118469.48,Active,Direct Digital
POL-101499,2024-12-05,2025-12-05,2,1,10040.28,Active,Affinity Partner
POL-101500,2024-09-11,2025-09-11,4,5,251278.04,Active,Independent Broker
POL-101501,2024-11-25,2025-11-25,1,2,19928.43,Active,Independent Broker
POL-101502,2024-07-16,2025-07-16,1,4,25869.01,Lapsed,Direct Digital
POL-101503,2024-06-26,2025-06-26,4,3,278649.12,Lapsed,Direct Digital
POL-101504,2024-03-21,2025-03-21,2,6,13645.62,Active,Direct Digital
POL-101505,2025-03-10,2026-03-10,1,3,13683.1,Active,Independent Broker
POL-101506,2024-07-25,2025-07-25,1,2,10912.26,Cancelled,Independent Broker
POL-101507,2024-06-20,2025-06-20,3,2,91878.28,Active,Independent Broker
POL-101508,2024-06-08,2025-06-08,3,1,131907.66,Active,Direct Digital
POL-101509,2024-11-03,2025-11-03,4,3,112435.68,Active,Direct Digital
POL-101510,2025-04-19,2026-04-19,2,2,11108.52,Active,Independent Broker
POL-101511,2024-12-07,2025-12-07,1,6,17295.84,Active,Direct Digital
POL-101512,2024-01-14,2025-01-13,3,6,127590.75,Active,Affinity Partner
POL-101513,2025-02-08,2026-02-08,5,2,115286.36,Active,Affinity Partner
POL-101514,2024-03-13,2025-03-13,2,1,20896.12,Active,Affinity Partner
POL-101515,2024-06-15,2025-06-15,1,7,16755.29,Active,Affinity Partner
POL-101516,2024-12-22,2025-12-22,3,5,99657.38,Active,Independent Broker
POL-101517,2025-01-29,2026-01-29,2,6,10605.73,Active,Affinity Partner
POL-101518,2025-01-05,2026-01-05,4,5,240724.27,Active,Independent Broker
POL-101519,2024-09-24,2025-09-24,4,2,306344.98,Active,Direct Digital
POL-101520,2024-06-14,2025-06-14,1,1,22243.94,Active,Affinity Partner
POL-101521,2025-02-11,2026-02-11,5,3,215604.75,Active,Affinity Partner
POL-101522,2025-03-09,2026-03-09,1,2,13747.09,Active,Affinity Partner
POL-101523,2025-01-26,2026-01-26,4,1,254813.69,Active,Affinity Partner
POL-101524,2024-04-01,2025-04-01,1,4,18990.83,Active,Corporate Intermediary
POL-101525,2024-10-02,2025-10-02,5,1,208102.87,Active,Independent Broker
POL-101526,2024-06-21,2025-06-21,3,1,53430.74,Active,Independent Broker
POL-101527,2025-03-02,2026-03-02,4,1,254595.35,Active,Independent Broker
POL-101528,2024-05-17,2025-05-17,1,3,12584.54,Lapsed,Independent Broker
POL-101529,2024-08-05,2025-08-05,1,1,10567.31,Active,Corporate Intermediary
POL-101530,2024-09-22,2025-09-22,2,2,15850.36,Active,Corporate Intermediary
POL-101531,2024-06-19,2025-06-19,1,1,11005.6,Active,Direct Digital
POL-101532,2024-01-31,2025-01-30,3,1,98391.86,Active,Direct Digital
POL-101533,2024-03-03,2025-03-03,1,7,25265.51,Active,Corporate Intermediary
POL-101534,2024-02-12,2025-02-11,1,1,18166.29,Active,Independent Broker
POL-101535,2024-09-29,2025-09-29,3,2,131315.57,Active,Independent Broker
POL-101536,2024-12-17,2025-12-17,2,1,20185.68,Active,Independent Broker
POL-101537,2024-02-28,2025-02-27,2,2,18326.53,Active,Corporate Intermediary
POL-101538,2025-02-15,2026-02-15,5,1,54365.67,Active,Independent Broker
POL-101539,2024-09-11,2025-09-11,2,2,15733.25,Active,Independent Broker
POL-101540,2025-02-27,2026-02-27,4,1,75766.63,Active,Affinity Partner
POL-101541,2024-11-25,2025-11-25,1,4,15507.37,Active,Corporate Intermediary
POL-101542,2024-11-29,2025-11-29,4,2,132221.87,Active,Independent Broker
POL-101543,2024-03-24,2025-03-24,2,2,20159.37,Lapsed,Independent Broker
POL-101544,2024-04-12,2025-04-12,5,2,99956.71,Active,Direct Digital
POL-101545,2025-06-16,2026-06-16,3,6,101547.12,Active,Corporate Intermediary
POL-101546,2024-11-04,2025-11-04,4,3,316868.8,Active,Corporate Intermediary
POL-101547,2024-04-28,2025-04-28,3,4,105798.81,Active,Direct Digital
POL-101548,2024-04-01,2025-04-01,1,2,25891.13,Active,Affinity Partner
POL-101549,2024-11-30,2025-11-30,2,7,11068.94,Active,Independent Broker
POL-101550,2024-05-06,2025-05-06,4,1,301070.37,Active,Independent Broker
POL-101551,2024-12-06,2025-12-06,1,3,22167.93,Active,Independent Broker
POL-101552,2025-01-21,2026-01-21,5,6,175120.42,Active,Independent Broker
POL-101553,2025-03-23,2026-03-23,1,1,13849.14,Active,Direct Digital
POL-101554,2024-12-14,2025-12-14,5,3,209325.81,Active,Direct Digital
POL-101555,2025-01-11,2026-01-11,1,2,25246.73,Active,Direct Digital
POL-101556,2024-03-04,2025-03-04,4,3,121515.13,Active,Independent Broker
POL-101557,2025-01-08,2026-01-08,4,1,202339.09,Active,Direct Digital
POL-101558,2025-02-08,2026-02-08,1,3,23578.74,Active,Corporate Intermediary
POL-101559,2024-10-30,2025-10-30,1,3,20751.69,Active,Direct Digital
POL-101560,2024-02-05,2025-02-04,4,2,150678.4,Cancelled,Direct Digital
POL-101561,2025-05-04,2026-05-04,4,1,196281.25,Active,Independent Broker
POL-101562,2024-12-07,2025-12-07,1,6,13054.05,Active,Corporate Intermediary
POL-101563,2024-02-23,2025-02-22,5,1,195652.4,Active,Direct Digital
POL-101564,2024-06-12,2025-06-12,1,3,16033.48,Active,Independent Broker
POL-101565,2024-12-22,2025-12-22,5,2,116480.73,Active,Direct Digital
POL-101566,2024-07-18,2025-07-18,4,3,171474.25,Active,Corporate Intermediary
POL-101567,2024-02-25,2025-02-24,5,1,127780.53,Active,Direct Digital
POL-101568,2025-05-09,2026-05-09,2,1,10094.78,Active,Direct Digital
POL-101569,2024-01-10,2025-01-09,2,6,19014.75,Active,Corporate Intermediary
POL-101570,2024-05-31,2025-05-31,2,2,16576.34,Active,Direct Digital
POL-101571,2024-12-30,2025-12-30,3,1,153517.46,Active,Independent Broker
POL-101572,2024-12-12,2025-12-12,4,2,312583.11,Active,Independent Broker
POL-101573,2024-02-04,2025-02-03,1,1,16104.97,Active,Independent Broker
POL-101574,2024-06-25,2025-06-25,4,6,166966.05,Active,Corporate Intermediary
POL-101575,2024-04-01,2025-04-01,5,2,197032.28,Active,Direct Digital
POL-101576,2025-03-31,2026-03-31,2,1,8856.01,Active,Independent Broker
POL-101577,2025-06-05,2026-06-05,1,1,19224.35,Cancelled,Independent Broker
POL-101578,2024-04-06,2025-04-06,4,1,169070.17,Cancelled,Independent Broker
POL-101579,2024-11-01,2025-11-01,3,1,53734.07,Active,Affinity Partner
POL-101580,2024-07-08,2025-07-08,2,5,7472.5,Active,Independent Broker
POL-101581,2025-05-15,2026-05-15,1,3,23329.16,Active,Corporate Intermediary
POL-101582,2024-05-07,2025-05-07,5,7,85268.84,Active,Direct Digital
POL-101583,2024-07-03,2025-07-03,1,3,16934.62,Active,Direct Digital
POL-101584,2024-07-30,2025-07-30,4,1,96516.13,Active,Corporate Intermediary
POL-101585,2024-03-27,2025-03-27,1,3,14496.68,Cancelled,Direct Digital
POL-101586,2024-01-01,2024-12-31,1,1,10357.13,Lapsed,Affinity Partner
POL-101587,2024-10-27,2025-10-27,4,3,184005.47,Active,Independent Broker
POL-101588,2025-06-19,2026-06-19,2,3,14627.29,Active,Direct Digital
POL-101589,2024-02-15,2025-02-14,1,1,12684.41,Active,Corporate Intermediary
POL-101590,2024-05-17,2025-05-17,4,3,127929.79,Active,Direct Digital
POL-101591,2025-03-08,2026-03-08,1,3,13781.46,Active,Affinity Partner
POL-101592,2025-02-13,2026-02-13,2,1,20237.42,Active,Affinity Partner
POL-101593,2024-05-26,2025-05-26,3,1,50325.85,Active,Affinity Partner
POL-101594,2024-07-16,2025-07-16,5,2,145819.17,Active,Independent Broker
POL-101595,2024-06-16,2025-06-16,2,1,11565.77,Active,Independent Broker
POL-101596,2024-09-10,2025-09-10,1,1,11643.79,Active,Independent Broker
POL-101597,2024-03-08,2025-03-08,2,4,8427.84,Lapsed,Corporate Intermediary
POL-101598,2024-05-29,2025-05-29,1,1,9761.76,Active,Affinity Partner
POL-101599,2025-01-22,2026-01-22,1,1,12481.99,Active,Independent Broker
POL-101600,2025-05-16,2026-05-16,1,3,15321.96,Active,Direct Digital
POL-101601,2024-10-04,2025-10-04,4,1,294659.71,Active,Affinity Partner
POL-101602,2025-02-02,2026-02-02,1,2,22819.79,Active,Corporate Intermediary
POL-101603,2025-02-16,2026-02-16,3,3,57053.52,Active,Independent Broker
POL-101604,2024-06-08,2025-06-08,4,1,109954.18,Active,Direct Digital
POL-101605,2025-01-14,2026-01-14,5,7,92348.98,Active,Independent Broker
POL-101606,2024-07-06,2025-07-06,2,2,18218.87,Active,Direct Digital
POL-101607,2025-03-14,2026-03-14,3,6,146003.75,Active,Independent Broker
POL-101608,2024-03-30,2025-03-30,2,2,17833.98,Active,Independent Broker
POL-101609,2024-03-19,2025-03-19,5,1,210627.38,Active,Direct Digital
POL-101610,2024-10-19,2025-10-19,3,3,137384.94,Active,Affinity Partner
POL-101611,2025-06-04,2026-06-04,5,1,131541.51,Active,Affinity Partner
POL-101612,2024-05-07,2025-05-07,2,1,15704.76,Lapsed,Independent Broker
POL-101613,2025-03-11,2026-03-11,4,3,258668.65,Active,Independent Broker
POL-101614,2025-06-24,2026-06-24,4,3,85377.22,Active,Direct Digital
POL-101615,2025-06-20,2026-06-20,1,1,10832.01,Active,Independent Broker
POL-101616,2024-02-22,2025-02-21,2,3,12431.51,Active,Direct Digital
POL-101617,2024-09-12,2025-09-12,3,7,143221.13,Active,Independent Broker
POL-101618,2024-09-28,2025-09-28,1,1,21703.62,Active,Direct Digital
POL-101619,2024-11-08,2025-11-08,4,3,277303.21,Active,Independent Broker
POL-101620,2025-05-14,2026-05-14,1,2,9696.61,Active,Direct Digital
POL-101621,2024-04-19,2025-04-19,1,2,24199.22,Active,Independent Broker
POL-101622,2024-04-13,2025-04-13,2,3,9926.11,Active,Corporate Intermediary
POL-101623,2025-02-24,2026-02-24,1,3,9713.33,Active,Direct Digital
POL-101624,2025-04-26,2026-04-26,2,2,11330.13,Active,Direct Digital
POL-101625,2024-10-02,2025-10-02,1,2,20362.99,Active,Direct Digital
POL-101626,2025-03-20,2026-03-20,1,2,24090.65,Active,Direct Digital
POL-101627,2024-10-18,2025-10-18,1,1,16070.55,Active,Affinity Partner
POL-101628,2024-06-13,2025-06-13,4,1,307352.08,Lapsed,Affinity Partner
POL-101629,2024-05-01,2025-05-01,2,3,14791.71,Active,Independent Broker
POL-101630,2024-11-28,2025-11-28,5,7,182657.37,Active,Independent Broker
POL-101631,2025-02-02,2026-02-02,1,1,25305.93,Active,Direct Digital
POL-101632,2024-12-18,2025-12-18,3,1,132551.42,Active,Independent Broker
POL-101633,2024-12-16,2025-12-16,2,3,17376.56,Active,Direct Digital
POL-101634,2025-05-12,2026-05-12,1,7,16634.81,Active,Independent Broker
POL-101635,2024-07-10,2025-07-10,1,1,22174.33,Active,Affinity Partner
POL-101636,2024-09-10,2025-09-10,4,2,123611.05,Active,Corporate Intermediary
POL-101637,2025-05-29,2026-05-29,4,1,121223.9,Active,Independent Broker
POL-101638,2024-06-01,2025-06-01,1,1,11769.65,Active,Affinity Partner
POL-101639,2024-05-29,2025-05-29,2,1,15707.25,Active,Direct Digital
POL-101640,2025-02-21,2026-02-21,3,1,124618.75,Cancelled,Direct Digital
POL-101641,2025-03-12,2026-03-12,3,1,102163.92,Active,Independent Broker
POL-101642,2024-10-02,2025-10-02,2,1,20213.38,Active,Direct Digital
POL-101643,2024-02-18,2025-02-17,1,1,9608.79,Active,Independent Broker
POL-101644,2024-10-19,2025-10-19,3,1,149200.87,Active,Direct Digital
POL-101645,2025-05-18,2026-05-18,2,2,11400.12,Active,Direct Digital
